subjectID,tractID,nodeID,rd,fa,cl,ad,md
subject_000,Left Corticospinal,34,0.377259077557,0.56983311508,0.349475477983,1.06829415169,0.607604102269
subject_000,Left Corticospinal,35,0.376230107636,0.569585156786,0.349201294044,1.06624595129,0.606235388852
subject_000,Left Corticospinal,36,0.37433236111,0.572227530574,0.348705035256,1.06433043151,0.604331717909
subject_000,Left Corticospinal,37,0.371554889374,0.578492920485,0.352179695588,1.06662052057,0.603243433105
subject_000,Left Corticospinal,38,0.366346215772,0.588268932091,0.35755747219,1.07030279651,0.600998409352
subject_000,Left Corticospinal,39,0.359745963258,0.595466077222,0.360278458936,1.06590589516,0.595132607226
subject_000,Left Corticospinal,40,0.353393840036,0.60062614051,0.363604092066,1.06123510391,0.589340927995
subject_000,Left Corticospinal,41,0.349727612467,0.603512126267,0.365583126709,1.05923738732,0.586230870752
subject_000,Left Corticospinal,42,0.345520104269,0.608768006045,0.368794699082,1.05953838951,0.583526199348
subject_000,Left Corticospinal,43,0.342224153216,0.613554988908,0.372024618023,1.06140037095,0.581949559129
subject_000,Left Corticospinal,44,0.340298350674,0.615837221145,0.372633578144,1.06056562942,0.580387443589
subject_000,Left Corticospinal,45,0.338688710673,0.61751074082,0.372131737956,1.05703983718,0.578139086174
subject_000,Left Corticospinal,46,0.337937259481,0.619710865421,0.372277858142,1.05669610128,0.577523540081
subject_000,Left Corticospinal,47,0.337119456858,0.622251374011,0.373103207037,1.05823922042,0.57749271138
subject_000,Left Corticospinal,48,0.337009392265,0.624485263685,0.374158941676,1.06094688492,0.578321889818
subject_000,Left Corticospinal,49,0.337758843334,0.624488441937,0.37281598085,1.06007805429,0.578531913652
subject_000,Left Corticospinal,50,0.340386560199,0.620195824546,0.366333877244,1.05303067542,0.577934598605
subject_000,Left Corticospinal,51,0.344315254346,0.613159316076,0.357688158076,1.0437858195,0.577472109398
subject_000,Left Corticospinal,52,0.34807732559,0.606774857044,0.35014915255,1.03753278648,0.577895812552
subject_000,Left Corticospinal,53,0.352993381286,0.59922041746,0.342636563959,1.03261371446,0.579533492343
subject_000,Left Corticospinal,54,0.358407392056,0.590553004316,0.335004868113,1.0272170154,0.581343933172
subject_000,Left Corticospinal,55,0.362565938227,0.582849179705,0.327501888165,1.02043693226,0.581856269572
subject_000,Left Corticospinal,56,0.365875563649,0.575371727034,0.320342399993,1.01172094451,0.581157357269
subject_000,Left Corticospinal,57,0.370408505381,0.565552466971,0.311411920073,1.00108880611,0.580635272291
subject_000,Left Corticospinal,58,0.377476834081,0.551598641118,0.299560082802,0.987832117233,0.580928595132
subject_000,Left Corticospinal,59,0.387065377971,0.534707628734,0.28593628184,0.975068399613,0.583066385185
